system:index,distance_dep,distance_nac,distance_vec,elevation,first,latitude,longitude,lossyear,offset,price_after,price_before,price_dif,scale,slope,.geo
1_1_1_2_0,6526.191698785321,15654.846187824034,6698.872847256175,393,0,-13.039874999999995,-70.578375,0,19.5,1669,1571.5,97.5,-3.9,5.4300985,
1_1_1_2_1,12924.144844051083,29637.730118683023,2491.5733403835925,330,0,-12.905375000000006,-70.60912499999999,0,26.5,1669,1571.5,97.5,-4.3,3.3671362,
1_1_1_2_2,2008.8399748196953,18223.468349786734,649.2655531790685,417,0,-13.008875000000003,-70.515875,0,0.0,1669,1571.5,97.5,0.0,3.401341,
1_1_1_2_3,39982.61276861396,2983.867374244385,7070.007579137903,257,0,-12.922875000000005,-69.993375,0,0.0,1669,1571.5,97.5,0.0,1.9024856,
1_1_1_2_4,12957.350538140954,19566.16907260423,6328.457725724277,303,0,-12.872875000000008,-70.493625,0,0.0,1669,1571.5,97.5,0.0,0.0,
1_1_1_2_5,13483.267366468388,22612.631898678486,3140.310486233992,300,0,-12.866624999999999,-70.522875,0,0.0,1669,1571.5,97.5,0.0,1.8543341,
1_1_1_2_6,31106.360703763883,0.0,4525.91714928989,245,0,-12.897125000000003,-70.074625,0,25.5,1669,1571.5,97.5,-3.7,1.9022912,
1_1_1_2_7,13838.745775985039,33931.86303478957,1703.8158530009925,285,0,-12.727374999999995,-70.540375,0,59.5,1669,1571.5,97.5,-17.2,2.0835671,
1_1_1_2_8,7866.2290527607975,20327.49186582186,8647.306309511792,420,0,-12.995125000000002,-70.607625,0,24.5,1669,1571.5,97.5,-3.9,7.581736,
1_1_1_2_9,39918.95516621771,637.1592379705799,5345.897529005303,251,0,-12.896875000000009,-69.994125,0,-18.5,1669,1571.5,97.5,18.8,3.8003936,
1_1_1_2_10,7198.646977294478,20913.364293231287,5060.496821442929,350,0,-12.925624999999997,-70.532125,0,0.0,1669,1571.5,97.5,0.0,1.3285913,
1_1_1_2_11,49293.77463706845,13353.769239679717,7405.79844699903,244,0,-12.773875000000004,-69.925375,0,0.0,1669,1571.5,97.5,0.0,3.399102,
1_1_1_2_12,13215.2507104607,33238.35683102304,992.9367540699698,279,0,-12.730374999999995,-70.53462499999999,0,121.0,1669,1571.5,97.5,-27.1,2.6547005,
1_1_1_2_13,4090.245683024133,23318.68779107713,4514.898892178185,356,0,-12.970124999999996,-70.560875,0,0.0,1669,1571.5,97.5,0.0,2.0839856,
1_1_1_2_14,11594.745363282786,36471.99443749404,2959.7981523305034,274,0,-12.671374999999998,-70.516875,0,-7.5,1669,1571.5,97.5,5.3,2.0834715,
1_1_1_2_15,33863.48878929077,2792.6899837717374,4663.886664909442,258,0,-12.918125000000003,-70.049125,0,0.0,1669,1571.5,97.5,0.0,0.0,
1_1_1_2_16,18836.839836355455,31001.18220283918,4301.604875892343,304,0,-12.800125000000008,-70.569375,0,50.0,1669,1571.5,97.5,-2.7,0.95103973,
1_1_1_2_17,14054.249250219831,31410.986620191627,367.6207251483433,288,0,-12.760874999999999,-70.53762499999999,0,-1.0,1669,1571.5,97.5,1.7,3.9787414,
1_1_1_2_18,11228.978144316043,22320.36205914169,2916.158428812398,311,0,-12.818624999999997,-70.477875,0,10.0,1669,1571.5,97.5,-1.6,2.9379888,
1_1_1_2_19,32245.833929946788,1342.3321813618375,2874.3381424921554,255,0,-12.879625000000004,-70.065625,0,-20.0,1669,1571.5,97.5,13.0,3.9797015,
1_1_1_2_20,13808.016223469174,28081.488413859402,301.39272443245926,288,0,-12.789124999999999,-70.523375,0,-18.5,1669,1571.5,97.5,33.3,3.3992462,
1_1_1_2_21,7201.6064188035525,21261.940672355973,4753.051743469519,348,0,-12.926375000000007,-70.535625,0,0.0,1669,1571.5,97.5,0.0,8.695656,
1_1_1_2_22,12036.270122251764,21193.789961988412,4975.743845629694,314,0,-12.837125,-70.482625,0,0.0,1669,1571.5,97.5,0.0,1.3283513,
1_1_1_2_23,12325.869058359463,25434.87884563779,306.2764930943411,297,0,-12.885874999999999,-70.561875,0,3.0,1669,1571.5,97.5,-0.7,4.1621804,
1_1_1_2_24,9460.280245627275,26252.62854340472,1569.0210255562845,339,0,-12.924875,-70.58212499999999,0,-4.5,1669,1571.5,97.5,3.7,13.867594,
1_1_1_2_25,37917.006787153194,245.0179760624718,3330.9155274087066,258,0,-12.892624999999995,-70.012625,0,-18.5,1669,1571.5,97.5,11.1,6.3250294,
1_1_1_2_26,1348.6325652832866,11531.668218406827,2973.55690975583,375,0,-13.028125000000003,-70.454875,0,0.0,1669,1571.5,97.5,0.0,0.9519079,
1_1_1_2_27,6601.197784562887,27659.904961152,4809.725528339323,299,0,-12.739625000000004,-70.472875,0,0.0,1669,1571.5,97.5,0.0,2.1149511,
1_1_1_2_28,1269643.297567217,8380.031498841148,6303.6537861903835,250,0,-12.816874999999996,-69.910875,0,0.0,1669,1571.5,97.5,0.0,2.0837204,
1_1_1_2_29,45960.921664305446,6144.744983741975,10151.023450649795,238,0,-12.838875000000002,-69.945125,0,57.5,1669,1571.5,97.5,-11.8,3.91042,
1_1_1_2_30,1250.2678437648244,18584.38836069702,319.3917238160493,406,0,-13.008875000000003,-70.528375,0,0.0,1669,1571.5,97.5,0.0,7.0568504,
1_1_1_2_31,46181.08680120975,9209.097153577717,9810.277492394554,264,0,-12.810625000000002,-69.948875,1,-31.0,1669,1571.5,97.5,18.6,1.8543341,
1_1_1_2_32,3594.305901086258,16183.804440463786,1705.2314000230326,464,0,-13.030875000000009,-70.526625,0,0.0,1669,1571.5,97.5,0.0,2.9382498,
1_1_1_2_33,3563.027818903643,10693.011719565524,4393.4307592337955,483,0,-13.053125000000009,-70.457875,0,-1.5,1669,1571.5,97.5,1.4,1.9034828,
1_1_1_2_34,11989.964050939021,21231.66084208108,10847.562507570623,339,0,-12.991375000000005,-70.645125,0,0.0,1669,1571.5,97.5,0.0,0.9517672,
1_1_1_2_35,6771.894397856317,11134.270150239008,5472.222048972361,549,0,-13.074875000000006,-70.47812499999999,0,-23.0,1669,1571.5,97.5,17.4,3.3678682,
1_1_1_2_36,9749.598991759716,22802.363181139634,2748.7559431801974,304,0,-12.904375000000002,-70.543375,0,-20.5,1669,1571.5,97.5,12.3,3.3671327,
1_1_1_2_37,36324.08185455841,2598.723218375257,3796.0735689999165,255,0,-12.909374999999997,-70.026625,0,0.0,1669,1571.5,97.5,0.0,3.979943,
1_1_1_2_38,19967.701473388744,31806.86002128239,5608.45721029082,312,0,-12.824375000000003,-70.595375,0,-1.0,1669,1571.5,97.5,0.6,1.8543341,
1_1_1_2_39,37597.04260515945,590.0943366715825,2487.469625653709,249,0,-12.881375000000006,-70.016375,0,-18.5,1669,1571.5,97.5,11.1,4.8352356,
1_1_1_2_40,46990.891156598474,2451.6112362457725,10855.702178597443,257,0,-12.881375000000006,-69.930375,0,0.0,1669,1571.5,97.5,0.0,2.6555154,
1_1_1_2_41,8688.066074639948,21046.706053610676,4306.342792635146,341,0,-12.911375000000007,-70.528875,0,0.0,1669,1571.5,97.5,0.0,14.101473,
1_1_1_2_42,12415.84290025563,27799.012940495213,1403.769702249313,320,0,-12.897874999999999,-70.589375,0,85.0,1669,1571.5,97.5,-18.8,2.998653,
1_1_1_2_43,11736.555496200974,22984.112306399467,1977.3282666200394,323,0,-12.884375000000006,-70.536625,0,0.0,1669,1571.5,97.5,0.0,3.367047,
1_1_1_2_44,15038.097654678773,31425.380879327902,4407.1043828552365,381,0,-12.890875000000008,-70.621875,0,-1.5,1669,1571.5,97.5,2.7,7.921547,
1_1_1_2_45,32954.95192608852,3273.5589233521064,5656.323581185762,256,0,-12.924875,-70.057625,0,-0.5,1669,1571.5,97.5,0.3,2.6557524,
1_1_1_2_46,28783.991301568643,5061.959086987947,11071.198342270214,266,0,-12.957625000000007,-70.099375,0,0.0,1669,1571.5,97.5,0.0,1.3286786,
1_1_1_2_47,9165.728256735432,24185.310344440677,0.0,305,0,-12.788875000000004,-70.475875,0,-58.0,1669,1571.5,97.5,43.3,5.090973,
1_1_1_2_48,11892.08907959413,35175.4217637794,1343.1130726152874,259,0,-12.686125000000004,-70.515875,0,5.5,1669,1571.5,97.5,-1.1,5.547545,
1_1_1_2_49,13189.487279026192,29191.18030187797,2252.27835818186,379,0,-12.897625000000005,-70.602625,0,8.5,1669,1571.5,97.5,2.1,8.28097,
1_1_1_2_50,35922.561390199364,2191.6294947143897,3119.702715379886,258,0,-12.904125000000008,-70.03037499999999,0,0.0,1669,1571.5,97.5,0.0,4.2263765,
1_1_1_2_51,15886.872508591743,32143.435608832104,798.8558063663519,301,0,-12.766625000000005,-70.553375,0,52.0,1669,1571.5,97.5,-11.5,0.9509142,
1_1_1_2_52,32112.752172693923,3191.2623821420266,6140.8316204702105,260,0,-12.926124999999999,-70.065375,0,-1.5,1669,1571.5,97.5,0.9,1.3285929,
1_1_1_2_53,17738.600328314125,29815.193181713425,3503.0098530431765,310,0,-12.841875000000002,-70.584625,0,19.0,1669,1571.5,97.5,-4.9,3.3997457,
1_1_1_2_54,7924.398706679692,24973.647074169618,1562.0531050364777,294,0,-12.772374999999997,-70.471125,0,0.0,1669,1571.5,97.5,0.0,2.0836442,
1_1_1_2_55,2684.07843256592,18248.071410135155,2802.8690149062763,420,0,-13.017875000000004,-70.550375,0,0.0,1669,1571.5,97.5,0.0,6.712132,
1_1_1_2_56,7218.104951982852,23467.632853470765,6125.360409831374,366,0,-12.966625000000008,-70.593875,0,-1.0,1669,1571.5,97.5,0.6,11.929159,
1_1_1_2_57,35545.16230635173,8796.95428608253,10490.524077106611,262,0,-12.972625000000008,-70.03937499999999,0,0.0,1669,1571.5,97.5,0.0,0.95169485,
1_1_1_2_58,44917.95301185018,9707.320450105935,8384.902978667667,242,0,-12.806375000000003,-69.961375,0,-1.5,1669,1571.5,97.5,0.9,2.8510978,
1_1_1_2_59,43893.21522609685,4626.344670202094,8102.251135955536,246,0,-12.853375,-69.96187499999999,0,102.0,1669,1571.5,97.5,-13.1,2.1157203,
1_1_1_2_60,11244.81936379656,24244.517449288964,1186.8194827433279,320,0,-12.893124999999998,-70.553125,0,20.5,1669,1571.5,97.5,-0.7,6.325041,
1_1_1_2_61,14800.422452972007,34549.16909671986,2379.4464639603716,296,0,-12.729124999999996,-70.549125,0,63.5,1669,1571.5,97.5,-15.8,2.9378803,
1_1_1_2_62,7264.343190228046,25391.195907674122,4274.1031372378675,338,0,-12.949875000000006,-70.581625,0,0.0,1669,1571.5,97.5,0.0,2.0839508,
1_1_1_2_63,36423.59978077136,7002.851965952405,8351.587914981208,253,0,-12.952375000000004,-70.028125,0,-0.5,1669,1571.5,97.5,0.3,2.9381528,
1_1_1_2_64,38131.766196887176,2622.9808082474738,5204.604436114793,249,0,-12.914874999999995,-70.010125,0,-9.5,1669,1571.5,97.5,5.7,2.1161408,
1_1_1_2_65,43394.39313769204,8921.230564948353,6998.628309731374,244,0,-12.809875000000005,-69.974875,0,0.0,1669,1571.5,97.5,0.0,3.7990818,
1_1_1_2_66,14643.738476912247,31964.313980831772,4836.752259161503,405,0,-12.903625000000005,-70.630625,0,0.0,1669,1571.5,97.5,0.0,10.139485,
1_1_1_2_67,6644.771451291052,27977.272092587507,4915.987339199018,296,0,-12.736625000000004,-70.47387499999999,0,0.0,1669,1571.5,97.5,0.0,2.0835826,
1_1_1_2_68,34264.00939441795,1396.8859365833055,986.2267360017611,259,0,-12.867374999999996,-70.048625,0,-106.0,1669,1571.5,97.5,74.2,3.9796023,
1_1_1_2_69,16495.05777455295,25084.635377271905,1033.8378642186537,280,0,-12.839875000000006,-70.531875,0,0.0,1669,1571.5,97.5,1.5,0.92740995,
1_1_1_2_70,235.59392720347495,12303.729890058525,1586.8062501261625,391,0,-13.015875000000008,-70.462125,0,0.0,1669,1571.5,97.5,0.0,2.8534842,
1_1_1_2_71,12671.998743808568,27954.349947548242,1559.275720161247,327,0,-12.895624999999995,-70.590125,0,143.0,1669,1571.5,97.5,-32.4,5.547545,
1_1_1_2_72,43064.54931512512,2192.943057245066,9181.894245227506,252,0,-12.917124999999999,-69.965125,0,-1.5,1669,1571.5,97.5,0.9,4.1622887,
1_1_1_2_73,13617.617303350386,28478.179695411716,346.58028020214886,294,0,-12.784625000000005,-70.523875,0,-61.0,1669,1571.5,97.5,40.6,3.9789336,
1_1_1_2_74,3478.0884800120425,15509.40679209439,418.9332526673309,429,0,-13.029125000000008,-70.494875,0,0.0,1669,1571.5,97.5,0.0,1.3288753,
1_1_1_2_75,46604.838492537085,3639.0397351206025,10837.808234734814,245,0,-12.865375,-69.935375,0,0.0,1669,1571.5,97.5,0.0,1.9020488,
1_1_1_2_76,42711.2195292185,2393.1965409710547,8968.044227899389,257,0,-12.918875,-69.968375,0,-24.5,1669,1571.5,97.5,14.7,0.0,
1_1_1_2_77,45529.38034304141,1172.5207743612023,10494.533606716286,245,0,-12.886875000000003,-69.943375,0,-1.0,1669,1571.5,97.5,0.6,1.3284862,
1_1_1_2_78,3814.803158262757,10784.365697815121,4474.1018681531295,495,0,-13.054375000000007,-70.459875,0,-7.0,1669,1571.5,97.5,6.3,2.7802885,
1_1_1_2_79,11385.230724370753,21056.239960085797,10551.8374219579,364,0,-12.991875000000007,-70.639625,0,1.0,1669,1571.5,97.5,-0.2,7.581666,
1_1_1_2_80,86.61013397759633,17601.47219751511,615.4806439155238,474,0,-12.991875000000007,-70.50812499999999,0,0.0,1669,1571.5,97.5,0.0,2.1166687,
1_1_1_2_81,9849.784165202516,24605.849408470025,5859.056350960492,314,0,-12.956375000000008,-70.615625,0,-6.0,1669,1571.5,97.5,3.7,2.6559236,
1_1_1_2_82,48093.706901532525,9463.13371061616,8186.699602396733,233,0,-12.810625000000002,-69.931125,0,160.5,1669,1571.5,97.5,-42.9,2.0837095,
1_1_1_2_83,7938.223333760223,32788.07854387947,4502.179321879827,266,0,-12.682125,-70.475875,0,25.0,1669,1571.5,97.5,-2.4,2.849703,
1_1_1_2_84,30390.030445511667,4848.201561448547,9027.101080836805,264,0,-12.946375000000003,-70.082875,0,0.0,1669,1571.5,97.5,0.0,0.95159507,
1_1_1_2_85,10458.250822910222,26662.329030157474,516.8433272301614,311,0,-12.915125000000003,-70.583625,0,-3.5,1669,1571.5,97.5,7.3,2.1161408,
1_1_1_2_86,38244.721244778615,4957.095754136068,2725.4051936779165,246,0,-12.835374999999999,-70.017625,0,0.0,1669,1571.5,97.5,0.0,1.328346,
1_1_1_2_87,15312.842440048484,24423.92133901145,1895.9561149572396,281,0,-12.829875000000001,-70.516125,0,7.5,1669,1571.5,97.5,-1.3,1.8543341,
1_1_1_2_88,16908.060337777522,26345.25347384371,27.39675554432438,289,0,-12.837874999999997,-70.544625,0,-14.0,1669,1571.5,97.5,12.6,4.162015,
1_1_1_2_89,33692.09016300054,9625.940123983102,12300.766228118806,260,0,-12.987125000000006,-70.05987499999999,0,0.0,1669,1571.5,97.5,0.7,3.4011326,
1_1_1_2_90,10456.530450933,23830.884473341277,1546.993670006139,306,0,-12.801874999999995,-70.481625,0,0.0,1669,1571.5,97.5,0.0,3.7047918,
1_1_1_2_91,35083.317206056585,5412.125196318448,6902.829523900699,254,0,-12.939875,-70.039125,0,-109.0,1669,1571.5,97.5,79.1,0.0,
1_1_1_2_92,36840.49497426345,3898.931279788311,5535.44799772543,257,0,-12.924625000000006,-70.022125,0,0.0,1669,1571.5,97.5,26.3,1.3285891,
1_1_1_2_93,884.9378598913827,18677.285246294432,817.0667352956904,435,0,-12.999125000000006,-70.519125,0,0.0,1669,1571.5,97.5,0.0,1.8543341,
1_1_1_2_94,14116.842283711021,30600.488942088374,86.64765878234067,289,0,-12.769125000000003,-70.535625,0,-3.5,1669,1571.5,97.5,5.2,1.8543341,
1_1_1_2_95,36330.4002404844,8224.397647046151,9599.214982361207,260,0,-12.964124999999996,-70.030625,0,0.0,1669,1571.5,97.5,0.0,1.3286968,
1_1_1_2_96,41764.166699662375,4945.306080910131,9749.304164216099,257,0,-12.942125000000004,-69.97812499999999,0,0.0,1669,1571.5,97.5,0.0,0.92740995,
1_1_1_2_97,17725.90694414169,31168.98849516172,3289.856163437976,300,0,-12.789874999999995,-70.56287499999999,0,11.0,1669,1571.5,97.5,-0.2,2.1152906,
1_1_1_2_98,33646.559380790175,6773.901774529696,8986.925140283009,259,0,-12.957374999999999,-70.054375,0,-1.0,1669,1571.5,97.5,37.8,2.0839639,
1_1_1_2_99,13165.205962374393,34827.65655719767,1866.067558087771,295,0,-12.706874999999997,-70.532875,0,0.0,1669,1571.5,97.5,0.0,2.083532,
1_1_1_2_100,5861.076094423202,20077.367131991155,6628.002450748007,386,0,-12.997875000000008,-70.589375,0,4.5,1669,1571.5,97.5,-0.9,7.789364,
1_1_1_2_101,32925.656147063506,5487.83532030131,8007.155397491067,263,0,-12.946875000000006,-70.059625,0,-9.0,1669,1571.5,97.5,14.4,2.7802885,
1_1_1_2_102,45744.84568845152,1262.8066342072918,10718.24566300233,244,0,-12.887375000000006,-69.941375,0,-1.0,1669,1571.5,97.5,0.6,7.1802435,
1_1_1_2_103,10866.20298366014,27776.352266837792,2659.2821589579676,315,0,-12.927125000000004,-70.605375,0,10.0,1669,1571.5,97.5,-1.1,2.9381218,
1_1_1_2_104,11420.91446056219,25018.746488601322,6662.724039687395,325,0,-12.953874999999996,-70.630375,0,17.5,1669,1571.5,97.5,-1.2,1.9027227,
1_1_1_2_105,9797.036607116917,19179.639830088097,10495.538422105721,418,0,-13.006875000000008,-70.624875,0,0.0,1669,1571.5,97.5,0.0,11.156068,
1_1_1_2_106,46607.68500693516,1940.5489662163136,11292.9416536989,250,0,-12.885125000000002,-69.93362499999999,0,0.0,1669,1571.5,97.5,0.0,2.655535,
1_1_1_2_107,12671.596853759938,25791.655894783526,1282.774419349521,287,0,-12.801124999999999,-70.505625,0,-6.0,1669,1571.5,97.5,3.6,2.0836933,
1_1_1_2_108,29546.073623524182,5017.191429167723,10196.514558028155,264,0,-12.953375000000008,-70.091625,0,0.0,1669,1571.5,97.5,0.0,0.0,
1_1_1_2_109,2661.635478041415,18421.977666698647,2846.6880838748384,410,0,-13.016625000000005,-70.551625,0,0.0,1669,1571.5,97.5,0.0,2.7802885,
1_1_1_2_110,407.155550313242,16996.07842574292,1378.4207987760976,454,0,-12.997124999999997,-70.50337499999999,0,-6.0,1669,1571.5,97.5,3.6,2.116705,
1_1_1_2_111,8152.810845492065,16870.737238209043,8646.033519940209,445,0,-13.026624999999996,-70.604625,0,0.0,1669,1571.5,97.5,0.0,8.054806,
1_1_1_2_112,3975.029953392942,21130.982218785754,4837.870503131096,354,0,-12.990375,-70.571375,0,0.0,1669,1571.5,97.5,0.9,1.903001,
1_1_1_2_113,7159.941597812236,12620.884677402104,4468.496444197059,484,0,-13.062375000000003,-70.51837499999999,0,0.0,1669,1571.5,97.5,0.0,16.797556,
1_1_1_2_114,4482.6428218693745,15484.315746394257,1593.584310052992,490,0,-13.035375000000002,-70.51537499999999,0,52.0,1669,1571.5,97.5,-14.1,17.607283,
1_1_1_2_115,30997.273439054567,2235.1182831120936,6323.589940258931,261,0,-12.921374999999998,-70.075375,0,-63.5,1669,1571.5,97.5,54.9,2.6557329,
1_1_1_2_116,17028.314842369153,25507.456924385653,543.8129666756847,296,0,-12.835125000000005,-70.533125,0,-27.5,1669,1571.5,97.5,24.6,9.4705,
1_1_1_2_117,1269742.6060368451,12613.294473069098,5766.254334216884,252,0,-12.776375000000002,-69.910625,0,0.0,1669,1571.5,97.5,0.0,0.9509508,
1_1_1_2_118,40280.821292661756,2810.2130355718323,7209.115373657375,256,0,-12.921875,-69.990625,0,0.0,1669,1571.5,97.5,0.0,4.226619,
1_1_1_2_119,3807.4237792312747,21357.02499593951,4640.587174903717,356,0,-12.988624999999999,-70.569375,0,6.5,1669,1571.5,97.5,-1.1,0.0,
1_1_1_2_120,1256.8510482046179,15004.353615186023,514.5670594460863,398,0,-13.008375000000001,-70.486375,0,-9.5,1669,1571.5,97.5,8.9,5.3010473,
1_1_1_2_121,12431.39514652569,29518.19632704404,2465.96313914326,347,0,-12.911625,-70.609625,0,-59.0,1669,1571.5,97.5,45.5,2.9988031,
1_1_1_2_122,6433.396818564986,29237.435415057495,4242.152444390724,274,0,-12.720375000000004,-70.472625,0,2.5,1669,1571.5,97.5,-0.5,6.464861,
1_1_1_2_123,14436.203605543615,26295.080867406083,739.7542637853292,283,0,-12.808625000000006,-70.519875,0,16.5,1669,1571.5,97.5,3.7,1.3282739,
1_1_1_2_124,9320.212400375345,20572.367603713643,4407.49723947907,340,0,-12.904624999999996,-70.521625,0,0.0,1669,1571.5,97.5,0.0,2.083872,
1_1_1_2_125,39858.904100710286,4939.940964597008,4073.2258986577926,263,0,-12.844875000000002,-70.000625,0,0.0,1669,1571.5,97.5,0.0,6.464861,
1_1_1_2_126,8264.690636228377,15939.615552375144,8659.237647350994,406,0,-13.035125000000008,-70.601625,0,6.5,1669,1571.5,97.5,-0.2,9.281903,
1_1_1_2_127,32719.045222128363,3971.9014747900596,6419.266429215866,258,0,-12.931375000000003,-70.060125,0,0.0,1669,1571.5,97.5,0.0,5.627558,
1_1_1_2_128,14411.329604985118,26712.486250896705,8199.485940002449,347,0,-12.942374999999998,-70.655125,0,0.0,1669,1571.5,97.5,0.0,11.919882,
1_1_1_2_129,11070.923536280387,28141.447616268946,1942.1468806090272,281,0,-12.768625,-70.505875,0,-2.5,1669,1571.5,97.5,7.7,5.4924335,
1_1_1_2_130,35581.28924279849,5035.889075841494,6292.0298827784,257,0,-12.934125000000009,-70.034125,0,0.0,1669,1571.5,97.5,36.0,2.6558025,
1_1_1_2_131,14185.107325140145,23190.304434202164,2615.2358108309163,303,0,-12.860375000000005,-70.525125,0,-1.0,1669,1571.5,97.5,0.6,3.3669438,
1_1_1_2_132,19427.33775755364,32782.755968452155,3769.2859226353667,304,0,-12.787875,-70.580375,0,0.0,1669,1571.5,97.5,0.0,0.0,
1_1_1_2_133,46766.58119578753,1923.455392350523,11148.767255336334,251,0,-12.885874999999999,-69.932125,0,0.0,1669,1571.5,97.5,0.0,3.7047918,
1_1_1_2_134,31983.21601954883,387.4042220342984,3770.3806173913,258,0,-12.896875000000009,-70.066625,0,4.0,1669,1571.5,97.5,21.2,2.8521245,
1_1_1_2_135,42694.89883396213,7233.133045898434,7113.054250522346,255,0,-12.824875000000006,-69.978375,0,0.0,1669,1571.5,97.5,0.0,1.9017442,
1_1_1_2_136,4720.52488027165,21749.74740657362,5511.240979691459,350,0,-12.983874999999998,-70.57662499999999,0,0.0,1669,1571.5,97.5,0.0,1.902952,
1_1_1_2_137,7319.857409563241,22096.416662258467,4057.340127311414,330,0,-12.927875,-70.543875,0,0.0,1669,1571.5,97.5,0.0,4.670855,
1_1_1_2_138,16279.317378698846,31158.77348419001,4811.711075756991,335,0,-12.870125000000002,-70.611875,0,0.0,1669,1571.5,97.5,0.0,6.7108755,
1_1_1_2_139,36305.917465761704,2983.660983537684,564.1203290127637,254,0,-12.850125000000006,-70.032625,0,9.0,1669,1571.5,97.5,2.6,3.3669,
1_1_1_2_140,31306.643649260568,6653.313859736523,10287.088229793626,265,0,-12.962625000000003,-70.076875,0,64.0,1669,1571.5,97.5,6.6,3.8244078,
1_1_1_2_141,37436.31653473786,3575.8136847345068,5586.940023673514,252,0,-12.922875000000005,-70.016625,0,-119.5,1669,1571.5,97.5,86.2,1.3285838,
1_1_1_2_142,13416.598390369641,30114.031478981924,2971.258658660097,337,0,-12.902625,-70.612875,0,0.0,1669,1571.5,97.5,8.0,2.1160553,
1_1_1_2_143,42183.69819548632,6218.201937464158,10917.572619448883,254,0,-12.953874999999996,-69.975375,0,0.0,1669,1571.5,97.5,0.0,4.723375,
1_1_1_2_144,16228.614787739372,31865.714268510386,5307.644398797542,344,0,-12.876874999999998,-70.621375,0,0.0,1669,1571.5,97.5,0.0,2.93806,
1_1_1_2_145,44462.74587813304,4154.499499965651,8713.957398813689,248,0,-12.856875000000002,-69.956125,0,4.5,1669,1571.5,97.5,-0.5,9.242559,
1_1_1_2_146,44769.1386090588,10652.275536205547,8000.91721930803,250,0,-12.796374999999998,-69.964125,0,0.0,1669,1571.5,97.5,0.0,2.6550558,
1_1_1_2_147,11703.413127145688,24474.15042195469,727.8777878852189,300,0,-12.888874999999999,-70.553625,0,16.0,1669,1571.5,97.5,1.3,0.92740995,
1_1_1_2_148,13469.707344819268,22012.275316815638,11432.966680254798,326,0,-12.987375,-70.65837499999999,0,0.0,1669,1571.5,97.5,0.3,2.6560938,
1_1_1_2_149,33124.045140359456,4970.594916061867,7246.640347173928,255,0,-12.940375000000003,-70.057125,0,0.0,1669,1571.5,97.5,0.0,0.95157176,
1_1_1_2_150,37036.42253034425,7420.973438169654,8981.706094238514,257,0,-12.957374999999999,-70.023125,0,0.0,1669,1571.5,97.5,0.0,2.938159,
1_1_1_2_151,31721.130056198126,1595.6198485958082,4968.314126322178,258,0,-12.910875000000004,-70.068625,0,-173.5,1669,1571.5,97.5,106.5,2.9381015,
1_1_1_2_152,39070.21641411462,1445.623457786176,5084.223027173283,253,0,-12.904875000000004,-70.001625,0,0.0,1669,1571.5,97.5,0.0,2.852216,
1_1_1_2_153,32015.807990543566,6494.720347244831,9742.378924968776,260,0,-12.960125000000005,-70.069875,0,-2.0,1669,1571.5,97.5,35.2,1.3286855,
1_1_1_2_154,14440.339771092293,21679.351090168635,4393.698016360724,301,0,-12.853125000000006,-70.502875,0,-1.0,1669,1571.5,97.5,0.6,0.92740995,
1_1_1_2_155,12035.686797912644,29672.57822153187,2131.6336954716026,283,0,-12.761624999999995,-70.518125,0,1.5,1669,1571.5,97.5,1.3,1.9012673,
1_1_1_2_156,19601.11063472698,30462.002239222955,3920.333186115835,304,0,-12.811125000000004,-70.571625,0,73.5,1669,1571.5,97.5,-12.1,1.8543341,
1_1_1_2_157,44207.176498551926,3583.2986026641,10940.153402806047,250,0,-12.931624999999997,-69.955125,0,0.0,1669,1571.5,97.5,0.0,3.4006002,
1_1_1_2_158,6312.780096711629,18932.45779370316,6973.910079844579,473,0,-13.008125000000007,-70.592625,0,0.0,1669,1571.5,97.5,0.0,12.482588,
1_1_1_2_159,11643.997693458992,27570.032191764512,3847.462265874625,323,0,-12.929375000000007,-70.617125,0,17.5,1669,1571.5,97.5,9.3,3.400579,
1_1_1_2_160,9777.949103744355,20243.693805858024,10300.311207753022,464,0,-12.997124999999997,-70.625125,0,0.0,1669,1571.5,97.5,0.0,2.938208,
1_1_1_2_161,39293.60052515044,1726.7385922114904,4082.1851801494427,259,0,-12.875625,-70.001375,0,0.0,1669,1571.5,97.5,0.0,0.9513255,
1_1_1_2_162,4569.916347307325,10876.772846691832,4626.428322278343,484,0,-13.059125000000009,-70.46487499999999,0,32.0,1669,1571.5,97.5,-5.5,16.233423,
1_1_1_2_163,40378.16387937638,5215.7146446947045,4606.286906573865,263,0,-12.841875000000002,-69.996375,0,0.0,1669,1571.5,97.5,0.0,2.8515,
1_1_1_2_164,16865.248561625474,27849.996856524907,1791.0684067331588,299,0,-12.842875000000006,-70.564375,0,-0.5,1669,1571.5,97.5,0.7,2.7802885,
1_1_1_2_165,46805.793070056956,6192.915307868905,10022.11945647433,263,0,-12.839875000000006,-69.937125,0,0.0,1669,1571.5,97.5,0.0,12.026757,
1_1_1_2_166,16126.455810047295,28587.815376801114,2374.7602634965137,299,0,-12.855625000000003,-70.579375,0,0.0,1669,1571.5,97.5,3.7,2.083787,
1_1_1_2_167,15138.104231552306,31901.977819010666,554.8216101081218,297,0,-12.763625000000005,-70.547125,0,32.0,1669,1571.5,97.5,-6.2,2.083629,
