system:index,distance_dep,distance_nac,distance_vec,elevation,latitude,longitude,lossyear,offset,price_after,price_before,price_dif,scale,slope,.geo
65,1269308.6678793903,7002.851965952405,8351.587914981208,253,-12.952375000000004,-70.028125,0,3.5,1160.1,1266.4,-106.30000000000018,11.7,2.9381528,
66,1269401.6523644682,2622.9808082474738,5204.604436114793,249,-12.914874999999995,-70.010125,0,389.0,1160.1,1266.4,-106.30000000000018,-101.4,2.1161408,
67,1269660.4861274278,8921.230564948353,6998.628309731374,244,-12.809875000000005,-69.974875,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,3.7990818,
68,1269413.9912706288,1250.5101046087213,5211.354771061526,258,-12.909875,-70.072875,0,504.0,1160.1,1266.4,-106.30000000000018,-120.9,2.0838811,
69,28834.57316519772,1269429.4792675998,4836.752259161503,405,-12.903625000000005,-70.630625,0,33.5,1160.1,1266.4,-106.30000000000018,-0.2,10.139485,
70,6644.771451291052,1269839.7907457163,4915.987339199018,296,-12.736625000000004,-70.47387499999999,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,2.0835826,
71,1269518.9961877307,1396.8859365833055,986.2267360017611,259,-12.867374999999996,-70.048625,0,499.0,1160.1,1266.4,-106.30000000000018,-142.8,3.9796023,
72,17354.106417621686,1269586.723365294,1033.8378642186537,280,-12.839875000000006,-70.531875,0,133.0,1160.1,1266.4,-106.30000000000018,-35.1,0.92740995,
73,235.59392720347495,13670.045554921637,1586.8062501261625,391,-13.015875000000008,-70.462125,0,1.0,1160.1,1266.4,-106.30000000000018,-0.2,2.8534842,
74,24380.62329276171,1269449.2520024525,1559.275720161247,327,-12.895624999999995,-70.590125,0,301.0,1160.1,1266.4,-106.30000000000018,-78.5,5.547545,
75,1269396.0765851017,2192.943057245066,9181.894245227506,252,-12.917124999999999,-69.965125,0,42.0,1160.1,1266.4,-106.30000000000018,76.4,4.1622887,
76,13617.617303350386,1269722.4249548651,346.58028020214886,294,-12.784625000000005,-70.523875,0,409.0,1160.1,1266.4,-106.30000000000018,-88.0,3.9789336,
77,3478.0884800120425,15509.40679209439,418.9332526673309,429,-13.029125000000008,-70.494875,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,1.3288753,
78,1269523.9519573853,3639.0397351206025,11003.568041233784,245,-12.865375,-69.935375,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,1.9020488,
79,1269391.7398508838,2393.1965409710547,8968.044227899389,257,-12.918875,-69.968375,0,60.5,1160.1,1266.4,-106.30000000000018,51.8,0.0,
80,1269470.8829183758,1172.5207743612023,10494.533606716286,245,-12.886875000000003,-69.943375,0,-10.0,1160.1,1266.4,-106.30000000000018,6.6,1.3284862,
81,11586.154679933026,1269891.605787306,320.7465570849295,284,-12.715375000000009,-70.519375,0,72.0,1160.1,1266.4,-106.30000000000018,-16.0,3.90862,
82,3814.803158262757,10784.365697815121,4474.1018681531295,495,-13.054375000000007,-70.459875,0,48.5,1160.1,1266.4,-106.30000000000018,-5.7,2.7802885,
83,11385.230724370753,31028.64107091154,10551.8374219579,364,-12.991875000000007,-70.639625,0,0.5,1160.1,1266.4,-106.30000000000018,1.4,7.581666,
84,86.61013397759633,19256.02545814432,615.4806439155238,474,-12.991875000000007,-70.50812499999999,0,0.0,1160.1,1266.4,-106.30000000000018,1.8,2.1166687,
85,9849.784165202516,30839.110182670425,5859.056350960492,314,-12.956375000000008,-70.615625,0,62.5,1160.1,1266.4,-106.30000000000018,-13.8,2.6559236,
86,1269658.6279159207,9463.13371061616,8186.699602396733,233,-12.810625000000002,-69.931125,0,17.0,1160.1,1266.4,-106.30000000000018,-5.1,2.0837095,
87,7938.223333760223,1269972.523854342,4502.179321879827,266,-12.682125,-70.475875,0,127.0,1160.1,1266.4,-106.30000000000018,-23.9,2.849703,
88,1269323.5375938376,4848.201561448547,9027.101080836805,264,-12.946375000000003,-70.082875,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,0.95159507,
89,23773.593703428254,1269401.032834637,516.8433272301614,311,-12.915125000000003,-70.583625,0,81.0,1160.1,1266.4,-106.30000000000018,-23.0,2.1161408,
90,1269597.821605492,4957.095754136068,2725.4051936779165,246,-12.835374999999999,-70.017625,0,39.0,1160.1,1266.4,-106.30000000000018,4.7,1.328346,
91,15312.842440048484,1269611.3458414723,1895.9561149572396,281,-12.829875000000001,-70.516125,0,-2.0,1160.1,1266.4,-106.30000000000018,2.6,1.8543341,
92,18392.12169976807,1269591.67887058,27.39675554432438,289,-12.837874999999997,-70.544625,0,77.0,1160.1,1266.4,-106.30000000000018,-17.8,4.162015,
93,1269222.2858498248,9625.940123983102,12300.766228118806,260,-12.987125000000006,-70.05987499999999,0,13.0,1160.1,1266.4,-106.30000000000018,5.6,3.4011326,
94,10456.530450933,1269680.100416366,1546.993670006139,306,-12.801874999999995,-70.481625,0,3.0,1160.1,1266.4,-106.30000000000018,-0.9,3.7047918,
95,1269339.6978845794,5412.125196318448,6902.829523900699,254,-12.939875,-70.039125,0,558.5,1160.1,1266.4,-106.30000000000018,-162.6,0.0,
96,1269377.490476994,3898.931279788311,5535.44799772543,257,-12.924625000000006,-70.022125,0,18.0,1160.1,1266.4,-106.30000000000018,-5.4,1.3285891,
97,884.9378598913827,19630.724604404124,817.0667352956904,435,-12.999125000000006,-70.519125,0,-11.0,1160.1,1266.4,-106.30000000000018,17.2,1.8543341,
98,14116.842283711021,1269760.360994632,86.64765878234067,289,-12.769125000000003,-70.535625,0,67.0,1160.1,1266.4,-106.30000000000018,6.6,1.8543341,
99,1269279.4958848846,8224.397647046151,9599.214982361207,260,-12.964124999999996,-70.030625,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,1.3286968,
100,1269334.1218330665,4945.306080910131,9749.304164216099,257,-12.942125000000004,-69.97812499999999,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,0.92740995,
101,17725.90694414169,1269709.5728966047,3289.856163437976,300,-12.789874999999995,-70.56287499999999,0,24.5,1160.1,1266.4,-106.30000000000018,-6.9,2.1152906,
102,1269296.224685856,6773.901774529696,8986.925140283009,259,-12.957374999999999,-70.054375,0,94.0,1160.1,1266.4,-106.30000000000018,-28.0,2.0839639,
103,13165.205962374393,1269912.351854662,1866.067558087771,295,-12.706874999999997,-70.532875,0,3.5,1160.1,1266.4,-106.30000000000018,-0.8,2.083532,
104,5861.076094423202,25910.951009701916,6628.002450748007,386,-12.997875000000008,-70.589375,0,19.0,1160.1,1266.4,-106.30000000000018,-5.0,7.789364,
105,1269322.2984576204,5487.83532030131,8007.155397491067,263,-12.946875000000006,-70.059625,0,57.0,1160.1,1266.4,-106.30000000000018,-16.0,2.7802885,
106,1269469.643925983,1262.8066342072918,10718.24566300233,244,-12.887375000000006,-69.941375,0,2.0,1160.1,1266.4,-106.30000000000018,-0.6,7.1802435,
107,10866.20298366014,31943.582013803,2659.2821589579676,315,-12.927125000000004,-70.605375,0,25.5,1160.1,1266.4,-106.30000000000018,-7.6,2.9381218,
108,11420.91446056219,32314.95075938035,6662.724039687395,325,-12.953874999999996,-70.630375,0,84.0,1160.1,1266.4,-106.30000000000018,-14.8,1.9027227,
109,9797.036607116917,28846.046355330258,10495.538422105721,418,-13.006875000000008,-70.624875,0,16.0,1160.1,1266.4,-106.30000000000018,0.0,11.156068,
110,1269475.1677577454,1940.5489662163136,11520.833754504305,250,-12.885125000000002,-69.93362499999999,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,2.655535,
111,12671.596853759938,1269681.9585964475,1282.774419349521,287,-12.801124999999999,-70.505625,0,32.5,1160.1,1266.4,-106.30000000000018,-8.7,2.0836933,
112,1269306.1895767134,5017.191429167723,10196.514558028155,264,-12.953375000000008,-70.091625,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,0.0,
113,2661.635478041415,21316.3199472552,2846.6880838748384,410,-13.016625000000005,-70.551625,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,2.7802885,
114,407.155550313242,18482.419717412427,1378.4207987760976,454,-12.997124999999997,-70.50337499999999,0,-47.5,1160.1,1266.4,-106.30000000000018,58.7,2.116705,
115,8152.810845492065,25914.277200059307,8646.033519940209,445,-13.026624999999996,-70.604625,0,0.0,1160.1,1266.4,-106.30000000000018,0.2,8.054806,
116,3975.029953392942,24725.983935132386,4837.870503131096,354,-12.990375,-70.571375,0,0.0,1160.1,1266.4,-106.30000000000018,0.2,1.903001,
117,7159.941597812236,15697.016673227281,4468.496444197059,484,-13.062375000000003,-70.51837499999999,0,6.0,1160.1,1266.4,-106.30000000000018,-0.9,16.797556,
118,4482.6428218693745,16870.646922932938,1593.584310052992,490,-13.035375000000002,-70.51537499999999,0,48.5,1160.1,1266.4,-106.30000000000018,-12.3,17.607283,
119,1269385.544490586,2235.1182831120936,6323.589940258931,261,-12.921374999999998,-70.075375,0,655.0,1160.1,1266.4,-106.30000000000018,-181.3,2.6557329,
120,17172.700409725392,1269598.4410392954,543.8129666756847,296,-12.835125000000005,-70.533125,0,273.5,1160.1,1266.4,-106.30000000000018,-68.1,9.4705,
121,28609.264768493264,1269392.3593852506,4513.026363756469,384,-12.918625000000006,-70.627625,0,241.0,1160.1,1266.4,-106.30000000000018,-53.8,11.154315,
122,1269742.6060368451,12613.294473069098,5766.254334216884,252,-12.776375000000002,-69.910625,0,-25.0,1160.1,1266.4,-106.30000000000018,15.0,0.9509508,
123,1269384.3054148979,2810.2130355718323,7209.115373657375,256,-12.921875,-69.990625,0,18.5,1160.1,1266.4,-106.30000000000018,16.4,4.226619,
124,3807.4237792312747,24661.71349442573,4640.587174903717,356,-12.988624999999999,-70.569375,0,4.0,1160.1,1266.4,-106.30000000000018,0.3,0.0,
125,1256.8510482046179,16284.964082425651,514.5670594460863,398,-13.008375000000001,-70.486375,0,91.0,1160.1,1266.4,-106.30000000000018,-5.4,5.3010473,
126,26581.602452713447,1269409.6545976137,2465.96313914326,347,-12.911625,-70.609625,0,370.5,1160.1,1266.4,-106.30000000000018,-97.4,2.9988031,
127,6433.396818564986,1269879.426346091,4242.152444390724,274,-12.720375000000004,-70.472625,0,1.0,1160.1,1266.4,-106.30000000000018,-0.3,6.464861,
128,14436.203605543615,1269663.5315237392,739.7542637853292,283,-12.808625000000006,-70.519875,0,127.0,1160.1,1266.4,-106.30000000000018,-23.0,1.3282739,
129,16909.75055556889,1269427.0012007828,4407.49723947907,340,-12.904624999999996,-70.521625,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,2.083872,
130,1269574.437758353,4939.940964597008,4073.2258986577926,263,-12.844875000000002,-70.000625,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,6.464861,
131,8264.690636228377,25233.095687826888,8659.237647350994,406,-13.035125000000008,-70.601625,0,51.0,1160.1,1266.4,-106.30000000000018,-10.8,9.281903,
132,1269360.7627470177,3971.9014747900596,6419.266429215866,258,-12.931375000000003,-70.060125,0,1.0,1160.1,1266.4,-106.30000000000018,-0.3,5.627558,
133,14411.329604985118,35265.39187098431,8199.485940002449,347,-12.942374999999998,-70.655125,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,11.919882,
134,11070.923536280387,1269761.5997033527,1942.1468806090272,281,-12.768625,-70.505875,0,49.0,1160.1,1266.4,-106.30000000000018,-11.0,5.4924335,
135,1269353.9476827173,5035.889075841494,6292.0298827784,257,-12.934125000000009,-70.034125,0,173.5,1160.1,1266.4,-106.30000000000018,-52.0,2.6558025,
136,16936.438980637242,1269536.2380528897,2615.2358108309163,303,-12.860375000000005,-70.525125,0,44.5,1160.1,1266.4,-106.30000000000018,4.6,3.3669438,
137,19427.33775755364,1269714.4763076748,3769.2859226353667,304,-12.787875,-70.580375,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,0.0,
138,1269473.3608995336,1923.455392350523,11700.275158343276,251,-12.885874999999999,-69.932125,0,2.0,1160.1,1266.4,-106.30000000000018,-0.6,3.7047918,
139,1269446.154466423,387.4042220342984,3770.3806173913,258,-12.896875000000009,-70.066625,0,209.0,1160.1,1266.4,-106.30000000000018,-62.5,2.8521245,
140,1269623.6310912694,7233.133045898434,7113.054250522346,255,-12.824875000000006,-69.978375,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,1.9017442,
141,4720.52488027165,25610.140491414535,5511.240979691459,350,-12.983874999999998,-70.57662499999999,0,-1.0,1160.1,1266.4,-106.30000000000018,0.9,1.902952,
142,7319.857409563241,26765.477063489026,4057.340127311414,330,-12.927875,-70.543875,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,4.670855,
143,26501.75384821257,1269512.233595845,4811.711075756991,335,-12.870125000000002,-70.611875,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,6.7108755,
144,1269283.2134152655,6653.313859736523,10287.088229793626,265,-12.962625000000003,-70.076875,0,3.5,1160.1,1266.4,-106.30000000000018,-0.1,3.8244078,
145,1269381.8272598935,3575.8136847345068,5586.940023673514,252,-12.922875000000005,-70.016625,0,674.0,1160.1,1266.4,-106.30000000000018,-199.2,1.3285838,
146,26887.12923094534,1269431.9573295792,2971.258658660097,337,-12.902625,-70.612875,0,-13.0,1160.1,1266.4,-106.30000000000018,18.9,2.1160553,
147,1269304.95042356,6218.201937464158,10917.572619448883,254,-12.953874999999996,-69.975375,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,4.723375,
148,27621.67833996014,1269495.5592649907,5307.644398797542,344,-12.876874999999998,-70.621375,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,2.93806,
149,1269544.8588976574,4154.499499965651,8713.957398813689,248,-12.856875000000002,-69.956125,0,78.0,1160.1,1266.4,-106.30000000000018,-23.4,9.242559,
150,1269693.6237759476,10652.275536205547,8000.91721930803,250,-12.796374999999998,-69.964125,0,-7.5,1160.1,1266.4,-106.30000000000018,4.7,2.6550558,
151,20390.075669174887,1269465.9269415492,727.8777878852189,300,-12.888874999999999,-70.553625,0,46.5,1160.1,1266.4,-106.30000000000018,-9.9,0.92740995,
152,13469.707344819268,33083.57204363676,11432.966680254798,326,-12.987375,-70.65837499999999,0,-41.0,1160.1,1266.4,-106.30000000000018,33.6,2.6560938,
153,12319.785505805594,1269850.783555734,193.76385251638703,284,-12.732124999999996,-70.526375,0,33.0,1160.1,1266.4,-106.30000000000018,-6.0,2.0835752,
154,1269338.458764138,4970.594916061867,7246.640347173928,255,-12.940375000000003,-70.057125,0,2.0,1160.1,1266.4,-106.30000000000018,-0.6,0.95157176,
155,1269296.224685856,7420.973438169654,8981.706094238514,257,-12.957374999999999,-70.023125,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,2.938159,
156,1269411.5131735771,1595.6198485958082,4968.314126322178,258,-12.910875000000004,-70.068625,0,946.0,1160.1,1266.4,-106.30000000000018,-258.2,2.9381015,
157,1269426.3816833228,1445.623457786176,5084.223027173283,253,-12.904875000000004,-70.001625,0,-45.5,1160.1,1266.4,-106.30000000000018,80.8,2.852216,
158,1269289.409275038,6494.720347244831,9742.378924968776,260,-12.960125000000005,-70.069875,0,4.0,1160.1,1266.4,-106.30000000000018,-1.2,1.3286855,
159,14440.339771092293,1269554.0991393246,4393.698016360724,301,-12.853125000000006,-70.502875,0,77.5,1160.1,1266.4,-106.30000000000018,-17.1,0.92740995,
160,12035.686797912644,1269778.7350500072,2131.6336954716026,283,-12.761624999999995,-70.518125,0,100.5,1160.1,1266.4,-106.30000000000018,-19.9,1.9012673,
161,19601.11063472698,1269657.440723812,3920.333186115835,304,-12.811125000000004,-70.571625,0,52.0,1160.1,1266.4,-106.30000000000018,-15.6,1.8543341,
162,1269360.1431972298,3583.2986026641,10940.153402806047,250,-12.931624999999997,-69.955125,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,3.4006002,
163,6312.780096711629,25648.944191661627,6973.910079844579,473,-13.008125000000007,-70.592625,0,18.5,1160.1,1266.4,-106.30000000000018,-5.1,12.482588,
164,11643.997693458992,32793.12526624724,3847.462265874625,323,-12.929375000000007,-70.617125,0,182.0,1160.1,1266.4,-106.30000000000018,-54.6,3.400579,
165,9777.949103744355,29354.067548378465,10300.311207753022,464,-12.997124999999997,-70.625125,0,12.5,1160.1,1266.4,-106.30000000000018,-2.8,2.938208,
166,1269498.6566804738,1726.7385922114904,4082.1851801494427,259,-12.875625,-70.001375,0,-1.5,1160.1,1266.4,-106.30000000000018,12.2,0.9513255,
167,4569.916347307325,10876.772846691832,4626.428322278343,484,-13.059125000000009,-70.46487499999999,0,45.5,1160.1,1266.4,-106.30000000000018,-9.7,16.233423,
168,1269581.8194608134,5215.7146446947045,4606.286906573865,263,-12.841875000000002,-69.996375,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,2.8515,
169,20523.353631882786,1269579.3416913464,1791.0684067331588,299,-12.842875000000006,-70.564375,0,94.0,1160.1,1266.4,-106.30000000000018,-14.9,2.7802885,
170,1269586.723365294,6192.915307868905,10022.11945647433,263,-12.839875000000006,-69.937125,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,12.026757,
171,22651.6983427682,1269547.9561928606,2374.7602634965137,299,-12.855625000000003,-70.579375,0,46.0,1160.1,1266.4,-106.30000000000018,-10.3,2.083787,
172,15138.104231552306,1269773.8318870815,554.8216101081218,297,-12.763625000000005,-70.547125,0,9.5,1160.1,1266.4,-106.30000000000018,-2.0,2.083629,
