system:index,altitude,carbon_density,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_vec,distance_villages,landform,latitude,latitude_209564535,longitude,longitude_209564535,mined,offset,price_after,price_before,price_dif,scale,slope,type,type_prev,year,.geo
10,278,103.35988,18089,0,18089,38958,4536,5117,15942,31,-12.699932329239736,,-70.5774877697764,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.0421047,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.57709402356635,-12.699968706525123]}"
11,542,124.62272,793,13789,793,15414,17849,2087,3427,11,-12.989189850726223,,-70.48855455664857,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.9143487,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.48874280997097,-12.988766394932611]}"
12,279,75.12331,18131,0,18131,38009,6077,3343,17619,21,-12.716102004353887,,-70.57928440034463,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,3.8241773,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.57940090317167,-12.715684228720129]}"
13,429,106.614426,6836,9450,6836,7113,20471,7806,8268,21,-12.960443761634398,,-70.41129944221429,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,11.79227,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.4111463028662,-12.960180104049794]}"
14,302,95.856064,23204,0,23204,35255,5649,6800,18756,24,-12.802340271629362,,-70.61881027284589,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,0.66421777,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.61890418622815,-12.802768484256724]}"
15,303,99.39946,16355,1189,16260,42822,0,8529,9167,21,-12.635253628783131,,-70.5640130405146,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,2.995662,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.56399287799407,-12.635230301562475]}"
16,280,85.686844,10136,0,25600,10136,7249,11357,15538,34,-13.006257841124494,,-70.14449980283078,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,2.8906891,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.14449534840654,-13.006241887464448]}"
17,267,32.01618,9310,9218,10865,9310,30274,2445,23615,31,-12.831086360721187,,-70.27116225789163,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.0422171,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.27112197135438,-12.831256526439025]}"
18,233,69.978455,26761,26670,35925,26761,41362,17563,4731,34,-12.633456998214893,,-70.05826153555532,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,0.6639914,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.0585721141018,-12.633647090849374]}"
19,240,56.22059,10935,10841,36379,10935,25635,1993,3302,21,-12.777187443674016,,-70.0438884910094,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,3.6714892,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.04368918885308,-12.77692397762627]}"
20,265,94.08887,5618,5611,23876,5618,18950,4545,10657,24,-12.86073076509713,,-70.14629643339903,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.6849275,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.14659595810116,-12.86058013025171]}"
21,255,91.3738,6812,6795,31884,6812,20199,3262,3417,34,-12.827493099584709,,-70.07802447180595,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,0.95114297,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.07845024127786,-12.827777719671788]}"
22,255,108.7897,12507,12411,37692,12507,27285,3468,5202,24,-12.762814399128104,,-70.03400702288408,,0,-19.5,1266.4,1411.2,-144.79999999999995,13.3,1.6847193,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.0342357170168,-12.762856393146354]}"
23,280,52.79458,13053,406,12964,41209,0,7765,6858,42,-12.628965421794295,,-70.53347032085453,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,2.1142092,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.53302552140765,-12.628901319454537]}"
24,248,107.01141,11220,0,52037,11220,2316,16063,14127,24,-13.01164773282921,,-69.89386983856144,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.0423741,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.89417749444503,-13.011293594517436]}"
25,266,112.06299,28611,28639,54772,28611,39554,15992,1261,24,-12.623575530089576,,-69.88578500100436,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,2.5043733,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.88563051466247,-12.623969537821818]}"
26,248,117.323814,14606,14634,44405,14606,27478,8157,3170,21,-12.757424507423385,,-69.97292158356396,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.9142396,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.97314282676302,-12.757663463781507]}"
27,305,87.22813,25633,1894,25556,47211,0,10296,18305,31,-12.666694663727315,,-70.64755636193772,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,6.1335263,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.64759413186765,-12.666998061911492]}"
28,313,90.61034,1719,14144,1719,14160,24933,7399,22001,24,-12.829289730152947,,-70.38884156011129,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,0.66425383,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.38885659019427,-12.829576011914247]}"
29,283,99.81233,10375,16975,10375,17069,27675,6976,16975,24,-12.761916083843984,,-70.28733193300579,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.4261802,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.28735606869934,-12.762286746752142]}"
30,273,97.16181,18536,18510,22856,18536,31947,5158,14532,24,-12.743051462877474,,-70.17504252249086,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.0421413,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.1750765211271,-12.742738622833777]}"
31,243,77.90253,16550,2263,51032,16550,0,21580,18991,24,-13.062851704024023,,-69.90285299140264,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,2.0841484,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.90294073168408,-13.063072052636457]}"
32,752,105.936264,10961,4940,14144,10961,7493,13280,12023,31,-13.084411270842892,,-70.63138668682356,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,25.847954,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.63151048413386,-13.084178727107593]}"
33,303,88.77511,2800,9879,2800,18943,21090,2467,18553,24,-12.78706891179933,,-70.40590955050956,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.0421789,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.40631156916749,-12.787445469760163]}"
34,349,93.44767,7017,0,12793,7017,13321,7602,13088,41,-13.018834255102167,,-70.28104372601695,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,10.637378,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.28147632353223,-13.018891593999838]}"
35,274,107.54089,3188,3151,22162,3188,17580,3249,11305,24,-12.883188647200118,,-70.15797453209258,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.3909631,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.15775924278402,-12.883585983876065]}"
36,487,111.80343,2702,7459,2702,5042,14304,4929,3661,31,-13.015240993965689,,-70.39602808238425,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,4.01853,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.39596711268567,-13.015046107138234]}"
37,274,87.324265,19058,5019,35848,19058,0,21354,19350,34,-13.071834856865218,,-70.04119354515704,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,3.015046,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.0415933497318,-13.071501571031135]}"
38,350,108.58701,12806,0,19061,12806,9557,11710,19188,21,-13.037698876068676,,-70.2046869268668,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,2.7211533,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.20439196380856,-13.037433216057147]}"
39,302,112.102844,10751,0,10704,42126,769,7152,3153,21,-12.598422702134231,,-70.50382591647859,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,3.1692119,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.5041275094819,-12.598419725993065]}"
40,239,70.55662,24429,25348,24428,32799,36266,6416,3656,31,-12.603812593838947,,-70.16246610851317,,0,-42.0,1266.4,1411.2,-144.79999999999995,25.2,2.0833573,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.16228806378756,-12.60365029704811]}"
41,248,106.88008,2993,0,52469,2993,12078,7087,8373,41,-12.92001957384902,,-69.87949679401552,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.0584489,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.87919626200325,-12.92020367284139]}"
42,570,96.36915,2686,12025,2686,9578,18724,4609,4476,21,-12.990986481294462,,-70.43465563960139,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,6.0804415,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.43510410987176,-12.990966554602005]}"
43,257,4.6878815,1650,1623,36780,1650,16178,1152,4385,24,-12.864324026233609,,-70.025922185327,,0,154.5,1266.4,1411.2,-144.79999999999995,-38.2,0.46373534,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.02607964055575,-12.864334153152868]}"
44,264,61.479546,20408,0,20408,37215,8280,492,21664,41,-12.74754303929807,,-70.59904733659526,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.0578617,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.59921371595584,-12.747565976695359]}"
45,257,54.310787,14898,1698,41306,14898,0,17641,15254,24,-13.03230898436396,,-69.99627778095106,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.7022835,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.99633758420724,-13.032620996839299]}"
46,292,51.112194,98,8960,98,22906,17077,1453,13616,21,-12.742153147593354,,-70.40231628937309,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.0578449,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.4027459256567,-12.74217197162876]}"
47,254,102.881355,2895,2979,52463,2895,18322,5081,8629,41,-12.86073076509713,,-69.88219173986789,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,0.0,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.88203100305527,-12.861060605518372]}"
48,311,83.55916,8934,0,18261,8934,13385,10491,19163,31,-13.006257841124494,,-70.22085660198094,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,2.6561966,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.22111205391602,-13.005892789963681]}"
49,249,33.111515,12029,13213,12029,32410,23834,5668,2689,21,-12.61728732310074,,-70.27565383431224,,0,13.5,1266.4,1411.2,-144.79999999999995,9.4,4.6273675,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.27530547588604,-12.617510093777481]}"
50,255,8.252268,15044,0,15044,36852,5504,3353,14392,42,-12.696339068103258,,-70.54874168068457,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,0.92740995,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.54889539593255,-12.696066820881045]}"
51,327,83.03899,8212,4456,8212,21760,8891,4110,8773,31,-12.91732462799666,,-70.53796189727514,,0,-9.0,1266.4,1411.2,-144.79999999999995,10.7,2.356105,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.53835994606406,-12.917424622796585]}"
52,284,102.47533,14503,18646,14503,18745,29638,3205,15381,34,-12.740356517025115,,-70.25319595220925,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,2.5500944,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.25353580867933,-12.740208711261097]}"
53,257,81.931725,16697,16649,30587,16697,30253,9272,8824,42,-12.738559886456876,,-70.1040756150454,,0,38.0,1266.4,1411.2,-144.79999999999995,-11.4,2.3386605,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.10404711351539,-12.738975932169426]}"
54,304,103.23467,5791,3395,5791,25021,15764,3127,16745,34,-12.757424507423385,,-70.45711352170437,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.0421536,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.45725954012843,-12.757064923850923]}"
55,430,95.39544,6086,10076,6142,15441,13779,6008,6337,21,-13.043987083057512,,-70.56760630165108,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,6.080473,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.56790661712887,-13.044165855476813]}"
56,291,107.17991,20422,0,20422,40106,4580,3774,18193,24,-12.710712112649171,,-70.59994565187938,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.3280106,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.60008581060934,-12.710407541871461]}"
57,279,41.99064,5019,0,21197,5019,12775,5414,14358,34,-12.958647131066158,,-70.17055094607025,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.3286812,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.17054989805415,-12.958660348926504]}"
58,269,90.32219,6989,6989,22182,6989,21140,2954,12668,34,-12.848154351119458,,-70.16426273908141,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.4699786,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.16395276781334,-12.84775570464107]}"
59,391,3.7393658,13652,0,13652,29636,1499,2722,8563,21,-12.894866745893673,,-70.60623385886822,,0,143.0,1266.4,1411.2,-144.79999999999995,-36.3,13.360764,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.6062249306436,-12.894778822484351]}"
60,278,58.315186,12572,311,12485,40989,0,7772,6603,42,-12.628067106510175,,-70.52897874443394,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.0420433,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.52860239450239,-12.628113096054925]}"
61,330,100.33975,17057,0,23461,17057,4928,15534,21907,31,-13.06913991101286,,-70.15527958624023,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,13.028353,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.15502260623668,-13.069392054097726]}"
62,445,110.98108,2087,13546,2087,14270,17836,2881,4177,21,-12.976613436748549,,-70.47867308852325,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,8.746372,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.47843861830188,-12.97662121104247]}"
63,278,98.757805,12076,16850,12076,23176,24566,7381,10700,31,-12.704423905660335,,-70.28733193300579,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,2.7802885,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.28734222763119,-12.704787162856592]}"
64,236,92.63627,21094,21138,48080,21094,33744,12351,5668,24,-12.701728959807976,,-69.94866707089272,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,0.950671,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.94834070471823,-12.701875437525366]}"
65,253,47.90363,18693,4825,41832,18693,0,22102,19548,42,-13.071834856865218,,-69.98639631282575,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,4.228674,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.98681224437276,-13.072259078003075]}"
66,252,104.64222,11025,0,49486,11025,1294,17577,13328,24,-13.013444363397449,,-69.91812435123266,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,0.0,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.91769958884277,-13.013652727848724]}"
67,375,97.144005,14367,0,14448,23349,4049,11177,6507,21,-12.976613436748549,,-70.66552266762011,,0,299.5,1266.4,1411.2,-144.79999999999995,-71.8,16.077972,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.66564526785268,-12.976303357744001]}"
68,299,64.06704,28576,0,28576,42791,6227,8612,24539,21,-12.759221137991625,,-70.67270918989307,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,3.826357,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.67305268994993,-12.759041141659923]}"
69,290,106.405495,2650,0,20266,2650,14639,3151,13851,24,-12.93708756424729,,-70.17504252249086,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.427177,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.17459514006921,-12.9366724301684]}"
70,258,63.52018,20879,6744,42116,20879,0,24580,21903,31,-13.094292738968207,,-69.98280305168927,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,2.084203,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.98302568575359,-13.094244250660479]}"
71,279,102.35818,5605,8075,5605,30229,16125,5383,6153,41,-12.65411824974964,,-70.35111231817828,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.0420655,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.35116630028057,-12.654022975561931]}"
72,294,75.27075,2093,6301,2093,24277,15678,2786,14042,41,-12.742153147593354,,-70.42657080204431,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.4699142,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.42678075669654,-12.741772241082005]}"
73,348,94.50821,5216,8408,5121,18203,12812,4925,6488,41,-12.942477455952007,,-70.51101243875155,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,4.193243,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.51086429060156,-12.942535272519871]}"
74,256,91.20739,4537,4489,31585,4537,17534,3479,5328,34,-12.851747612255936,,-70.0762278412377,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.5001051,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.07578650366759,-12.851386636645415]}"
75,276,78.9599,7430,0,29054,7430,5519,12322,10658,24,-12.981105013169147,,-70.10227898447717,,0,51.5,1266.4,1411.2,-144.79999999999995,7.2,1.4274285,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.10234194150618,-12.98147058348071]}"
76,338,49.85593,15355,0,15355,21013,4039,14613,8993,31,-13.005359525840374,,-70.68169234273427,,0,12.0,1266.4,1411.2,-144.79999999999995,-3.4,6.0251417,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.68132826473455,-13.00576063977458]}"
77,316,102.173,29108,1453,29042,48199,0,11127,22096,21,-12.684660969409705,,-70.67720076631366,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,2.1145806,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.67753546045698,-12.684437793443582]}"
78,232,92.980995,18297,18409,53212,18297,31549,6762,9191,41,-12.720593580774485,,-69.89746309969792,,0,-10.5,1266.4,1411.2,-144.79999999999995,7.9,3.366352,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.89784722202587,-12.72103906913074]}"
79,272,54.73075,688,0,23442,688,13520,5104,10100,21,-12.92001957384902,,-70.14449980283078,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.4700229,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.14465553891634,-12.920260239461449]}"
80,358,4.1445336,3533,7237,3609,21117,12206,4420,2833,41,-12.990986481294462,,-70.56760630165108,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,0.0,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.56729760817514,-12.991287624104178]}"
81,271,118.67328,17357,17310,30413,17357,30886,9911,9478,21,-12.733169994752158,,-70.10677056089777,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.8543341,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.10678431783812,-12.732997198555179]}"
82,268,92.64792,8023,7963,25086,8023,20800,5830,9708,34,-12.838272882994143,,-70.13910991112607,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.9574864,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.13903189159922,-12.838371731229955]}"
83,277,111.34846,14462,14327,18501,14462,29879,590,16722,24,-12.781679020094613,,-70.20828018800327,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.0421746,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.20786713129019,-12.781919550106357]}"
84,216,21.71032,24645,24567,43011,24645,38635,15856,3469,42,-12.65591488031788,,-69.99537946566694,,0,18.5,1266.4,1411.2,-144.79999999999995,-3.0,0.0,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.99513046865232,-12.65586271292731]}"
85,458,94.59904,1586,9401,1586,20875,13603,1741,1681,21,-12.982901643737385,,-70.53886021255926,,0,2.0,1266.4,1411.2,-144.79999999999995,1.2,7.0379033,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.53848451028541,-12.982781638529046]}"
86,232,74.68728,24600,24510,36131,24600,39194,15626,6896,34,-12.653219934465522,,-70.05826153555532,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,2.7516124,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.05810010741538,-12.653178728732563]}"
87,286,96.317024,10322,574,10254,40730,0,6390,4861,21,-12.614592377248382,,-70.50562254704683,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,6.0802226,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.50560153155294,-12.614412483072146]}"
88,226,44.962143,18618,19556,18616,33647,30455,1321,492,41,-12.604710909123067,,-70.21546671027623,,0,-1.5,1266.4,1411.2,-144.79999999999995,0.9,0.663953,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.21531631288195,-12.604770634235365]}"
89,240,11.992367,4245,196,4154,35722,4935,220,6820,42,-12.63705025935137,,-70.4535202605679,,0,0.0,1266.4,1411.2,-144.79999999999995,1.0,0.0,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.45381386541784,-12.636938609801357]}"
90,253,103.62786,4663,0,48751,4663,7676,12564,7563,24,-12.955053869929682,,-69.91542940538031,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,0.0,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.91499652280561,-12.955343412668435]}"
91,241,86.98213,27511,28596,27511,29542,39307,9159,6520,24,-12.624473845373696,,-70.13461833470546,,0,-1.0,1266.4,1411.2,-144.79999999999995,0.6,1.4698431,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.13476168847657,-12.62411164226547]}"
92,266,99.63592,21672,21578,25750,21672,34416,7035,13565,41,-12.71161042793329,,-70.1543812709561,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,1.9565612,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.15393610962329,-12.71163939876522]}"
93,378,120.11058,6256,0,14294,6256,16240,8900,17052,21,-12.9927831118627,,-70.25589089806161,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,13.386065,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.25589811324672,-12.992979366971236]}"
94,385,97.87693,6941,12782,6941,10946,20424,7496,11645,41,-12.915527997428422,,-70.42746911732843,,0,0.0,1266.4,1411.2,-144.79999999999995,0.0,6.881153,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.42748589061934,-12.915884389880596]}"
95,334,89.06848,2734,4921,5849,2734,18803,5066,9704,21,-12.964037022770876,,-70.36997693914479,,0,-3.0,1266.4,1411.2,-144.79999999999995,2.2,2.3563921,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.37023895103512,-12.963653094239996]}"
